# JOBID user submit start end cores
3984381 cjorda 1314280141 1314280191 1314283731 15
3986937 cjorda 1314284076 1314284091 1314287632 15
3987123 cjorda 1314287773 1314287789 1314291338 15
3987410 cjorda 1314291912 1314291947 1314292153 15
3987415 cjorda 1314292255 1314292273 1314295814 15
3987485 cjorda 1314295965 1314295979 1314299539 15
3987533 cjorda 1314300103 1314300156 1314302564 15
3989920 igarciag 1314353849 1314353863 1314353947 10
3989925 igarciag 1314354037 1314354064 1314354432 10
3989937 cjorda 1314354440 1314354461 1314358002 15
3990649 cjorda 1314360223 1314360264 1314363805 15
3991235 calderon 1314363707 1314363738 1314363911 20
3991298 calderon 1314363961 1314363977 1314367517 20
4005994 cjorda 1314604748 1314604773 1314607510 15
4006229 cjorda 1314607531 1314607544 1314609017 15
4006268 igarciag 1314608631 1314608656 1314612196 10
4006283 cjorda 1314609042 1314609050 1314610948 15
4006332 cjorda 1314610967 1314610975 1314614515 15
4006561 cjorda 1314614929 1314614951 1314618491 15
4006693 cjorda 1314618617 1314618631 1314622172 15
4021986 calderon 1314866430 1314866436 1314869976 20
4022202 lobelle 1314871329 1314871336 1314874877 6
4022329 calderon 1314873592 1314873600 1314877141 20
4022471 cjorda 1314877120 1314877145 1314880685 15
4022485 lobelle 1314877531 1314877552 1314879152 6
4022597 lobelle 1314879169 1314879177 1314882717 6
4022970 cjorda 1314884768 1314884774 1314888315 15
4023275 cjorda 1314892561 1314892585 1314896127 15
4023803 cjorda 1314900679 1314900689 1314904230 15
4026840 calderon 1314950173 1314950182 1314953724 15
4027519 lobelle 1314953196 1314953214 1314956756 15
4027649 cjorda 1314958061 1314958080 1314961621 15
4028519 calderon 1314966865 1314966923 1314970465 15
4040975 calderon 1315215500 1315215509 1315219050 20
4041229 calderon 1315222815 1315222826 1315226368 20
4041671 calderon 1315230093 1315230100 1315233640 10
4041807 calderon 1315235548 1315235556 1315239097 10
4045063 calderon 1315298978 1315298989 1315302530 20
4045375 calderon 1315302784 1315302793 1315306334 20
4045803 calderon 1315317538 1315317563 1315321108 20
4046378 calderon 1315321552 1315321584 1315323034 20
4046663 calderon 1315323177 1315323214 1315326761 20
4051613 calderon 1315378248 1315378303 1315381845 20
4052268 marco 1315389648 1315389672 1315393273 8
4052786 calderon 1315393902 1315393937 1315394763 20
4052814 arodrig 1315394364 1315394408 1315394971 10
4052852 calderon 1315394767 1315394801 1315398341 20
4052866 arodrig 1315394975 1315395035 1315395334 10
4052882 arodrig 1315395338 1315395365 1315396758 10
4052974 calderon 1315399385 1315399409 1315402212 20
4053164 calderon 1315402218 1315402239 1315402327 20
4053184 calderon 1315403507 1315403525 1315407078 20
4057307 calderon 1315466588 1315466617 1315469141 20
4057356 arodrig 1315468682 1315468691 1315468835 10
4057363 calderon 1315469144 1315469162 1315472703 20
4057577 calderon 1315473308 1315473323 1315476865 20
4057953 calderon 1315478529 1315478536 1315482077 20
4058518 calderon 1315482214 1315482226 1315485766 20
4062465 arodrig 1315556380 1315556382 1315556523 10
4079182 arodrig 1315816591 1315816613 1315816731 4
4085980 arodrig 1315903077 1315903089 1315904166 10
4086028 arodrig 1315904613 1315904625 1315907214 10
4086233 arodrig 1315907219 1315907233 1315910775 10
4086747 arodrig 1315910830 1315910866 1315911039 10
4086898 arodrig 1315911052 1315911138 1315911421 10
4087192 arodrig 1315911672 1315911714 1315915255 10
4089054 arodrig 1315923424 1315923454 1315924408 10
4089147 arodrig 1315924400 1315924416 1315924827 9
4089154 arodrig 1315924882 1315924901 1315928442 10
4092513 arodrig 1315990508 1315990522 1315990655 4
4093714 arodrig 1315996437 1315996476 1315998671 12
4099520 brochero 1316077263 1316077275 1316080181 20
4100350 brochero 1316080613 1316080705 1316084271 20
4103281 calderon 1316110075 1316110088 1316113629 20
4107043 calderon 1316173887 1316173896 1316177437 20
4107869 calderon 1316177791 1316177814 1316181355 20
4108225 calderon 1316184133 1316184210 1316187750 20
4109314 calderon 1316188596 1316188643 1316192184 20
4109832 calderon 1316193456 1316193538 1316195912 20
4110666 calderon 1316195914 1316196015 1316199558 20
4124746 arodrig 1316425921 1316425928 1316429470 4
4125563 calderon 1316435900 1316435929 1316439470 20
4125831 arodrig 1316439052 1316439133 1316440186 10
4125993 calderon 1316439855 1316439890 1316443202 20
4126135 arodrig 1316440184 1316440200 1316441747 10
4126171 arodrig 1316441751 1316441773 1316442041 10
4126473 arodrig 1316443152 1316443249 1316445376 10
4126488 calderon 1316443205 1316443226 1316446767 20
4126642 arodrig 1316445388 1316445472 1316449018 10
4127413 calderon 1316451870 1316451920 1316452212 20
4127419 calderon 1316452215 1316452276 1316452793 20
4127461 calderon 1316452794 1316452877 1316453288 20
4127840 calderon 1316453609 1316453660 1316457200 20
4135671 calderon 1316503856 1316503927 1316504562 20
4135684 calderon 1316504566 1316504619 1316505748 20
4135713 calderon 1316505752 1316505827 1316506528 20
4135753 calderon 1316506526 1316506561 1316510101 20
4137096 calderon 1316513225 1316513281 1316516822 20
4138442 calderon 1316521084 1316521344 1316524903 20
4141045 calderon 1316535447 1316535509 1316539055 20
4146882 arodrig 1316589450 1316589521 1316590950 10
4147083 mrivero 1316591845 1316591886 1316595427 10
4147640 mrivero 1316599518 1316599564 1316603115 10
4158072 calderon 1316627924 1316628009 1316631506 20
4164869 mrivero 1316683918 1316683991 1316687532 10
4166810 mrivero 1316700470 1316700518 1316704062 10
4166933 calderon 1316704742 1316704853 1316705108 20
4166947 calderon 1316705109 1316705127 1316708667 10
4169750 arodrig 1316772835 1316772878 1316773248 4
4169760 arodrig 1316773250 1316773312 1316773555 4
4172997 calderon 1316797802 1316797850 1316801393 10
4173587 calderon 1316802401 1316802486 1316806049 10
4186053 calderon 1316945544 1316945565 1316949108 10
4186268 calderon 1316950424 1316950438 1316953978 10
4190057 arodrig 1317023510 1317023525 1317023959 4
4191026 arodrig 1317032848 1317032855 1317036397 4
4191180 cjorda 1317035129 1317035138 1317038687 15
4192053 cjorda 1317039260 1317039391 1317042933 15
4194633 cjorda 1317045439 1317045575 1317049120 9
4196776 calderon 1317054614 1317054661 1317058201 10
4197477 calderon 1317058296 1317058334 1317061874 20
4200871 arodrig 1317108248 1317108278 1317110275 6
4200889 calderon 1317109731 1317109778 1317113320 20
4200896 arodrig 1317110283 1317110350 1317110422 6
4201033 arodrig 1317111873 1317111913 1317112516 10
4201073 calderon 1317114664 1317114696 1317118236 10
4201159 arodrig 1317117239 1317117267 1317117607 12
4201169 arodrig 1317117690 1317117739 1317119277 10
4201176 cjorda 1317117854 1317117900 1317121444 15
4201258 arodrig 1317119286 1317119317 1317122858 14
4201288 cjorda 1317122007 1317122072 1317122493 15
4201360 arodrig 1317127407 1317127465 1317130189 6
4201384 arodrig 1317130391 1317130469 1317133851 14
4202111 cjorda 1317132908 1317132951 1317136493 15
4202313 arodrig 1317133854 1317133914 1317137173 14
4202512 cjorda 1317136569 1317136619 1317140160 15
4202521 arodrig 1317137181 1317137235 1317140776 20
4203703 cjorda 1317141511 1317141566 1317145106 15
4205051 calderon 1317145274 1317145301 1317145381 20
4205072 calderon 1317145385 1317145407 1317148950 9
4209780 arodrig 1317197174 1317197214 1317200755 12
4210669 cjorda 1317198183 1317198229 1317201772 15
4211359 arodrig 1317201375 1317201391 1317204933 10
4211379 cjorda 1317202115 1317202176 1317205721 15
4211501 arodrig 1317205270 1317205299 1317208849 12
4211720 cjorda 1317206000 1317206024 1317209566 15
4211860 arodrig 1317209751 1317209788 1317213329 10
4211940 calderon 1317211958 1317212012 1317215555 20
4212043 cjorda 1317213342 1317213420 1317216961 15
4212300 calderon 1317215937 1317215986 1317216797 20
4212319 calderon 1317216802 1317216854 1317217966 20
4212355 arodrig 1317217890 1317217965 1317221508 10
4212363 calderon 1317218443 1317218511 1317222052 20
4212412 cjorda 1317219578 1317219642 1317223185 1
4212510 arodrig 1317221845 1317221919 1317222356 10
4212524 arodrig 1317222366 1317222420 1317225962 10
4212567 calderon 1317223442 1317223458 1317226999 10
4213339 cjorda 1317226416 1317226464 1317230005 15
4215103 calderon 1317229314 1317229348 1317232889 10
4215359 arodrig 1317231076 1317231093 1317234648 10
4217655 arodrig 1317283625 1317283688 1317285008 10
4217698 calderon 1317284017 1317284097 1317287639 10
4217806 arodrig 1317285013 1317285096 1317288637 12
4218228 arodrig 1317288951 1317289008 1317290585 10
4218230 calderon 1317289052 1317289097 1317292645 10
4218334 arodrig 1317290600 1317290706 1317291913 14
4218886 arodrig 1317291926 1317292005 1317292181 12
4219025 arodrig 1317292191 1317292276 1317295129 12
4219047 calderon 1317292742 1317292805 1317296347 10
4219398 arodrig 1317295180 1317295230 1317298773 10
4224545 arodrig 1317303064 1317303178 1317305370 12
4225104 arodrig 1317305329 1317305437 1317308977 12
4225301 folgueras 1317309280 1317309341 1317310013 35
4225345 folgueras 1317310719 1317310758 1317314299 15
4229920 arodrig 1317366696 1317366716 1317368115 12
4230064 arodrig 1317368527 1317368556 1317368804 10
4230069 arodrig 1317368806 1317368841 1317369009 8
4230111 arodrig 1317369032 1317369065 1317369364 8
4230140 arodrig 1317370359 1317370411 1317371233 10
4230149 arodrig 1317371358 1317371410 1317371618 8
4230154 cjorda 1317371515 1317371545 1317375090 15
4230166 arodrig 1317372086 1317372127 1317375670 6
4230362 cjorda 1317375292 1317375346 1317376994 15
4230417 arodrig 1317376664 1317376742 1317379047 6
4230489 cjorda 1317377004 1317377083 1317380638 15
4231390 arodrig 1317379053 1317379155 1317382702 10
4231929 calderon 1317387002 1317387021 1317390566 10
4241516 calderon 1317572536 1317572549 1317576090 10
4244194 arodrig 1317626411 1317626425 1317629104 14
4244400 arodrig 1317629109 1317629130 1317632670 14
4244637 calderon 1317631170 1317631196 1317631757 10
4244705 calderon 1317631762 1317631799 1317635348 5
4244736 mrivero 1317632197 1317632287 1317635835 10
4245175 calderon 1317635583 1317635640 1317639181 10
4245515 arodrig 1317638011 1317638082 1317641652 10
4246627 brochero 1317646832 1317646891 1317648887 14
4246642 calderon 1317648340 1317648398 1317649941 10
4246679 calderon 1317649943 1317649972 1317650848 10
4246722 calderon 1317650836 1317650877 1317654436 10
4247013 calderon 1317654635 1317654704 1317658249 10
4247243 arodrig 1317658520 1317658537 1317659610 20
4247433 brochero 1317658873 1317658933 1317662477 12
4247491 calderon 1317663105 1317663220 1317664535 10
4247518 calderon 1317664550 1317664565 1317668106 10
4249848 mrivero 1317712030 1317712050 1317715590 10
4250031 cjorda 1317714565 1317714584 1317718124 15
4250309 calderon 1317717210 1317717236 1317720777 10
4250325 arodrig 1317717528 1317717545 1317718156 2
4250489 arodrig 1317719579 1317719588 1317720031 10
4250536 arodrig 1317720308 1317720315 1317723262 4
4250848 arodrig 1317723270 1317723280 1317723527 10
4250932 cjorda 1317724511 1317724530 1317728073 15
4250968 calderon 1317725025 1317725047 1317728587 10
4251024 arodrig 1317725818 1317725847 1317726207 10
4251062 arodrig 1317726355 1317726364 1317726705 10
4251205 cjorda 1317728645 1317728658 1317732205 15
4251521 calderon 1317732326 1317732335 1317735876 10
4251725 cjorda 1317736383 1317736391 1317739932 15
4251729 calderon 1317736472 1317736481 1317740021 10
4251786 arodrig 1317736780 1317736789 1317737619 10
4251928 arodrig 1317739502 1317739531 1317743076 10
4252006 calderon 1317740464 1317740591 1317740926 10
4252037 calderon 1317740921 1317740930 1317744472 10
4253460 calderon 1317744628 1317744654 1317748199 10
4254013 arodrig 1317750988 1317751027 1317752508 10
4254023 arodrig 1317752512 1317752561 1317756101 14
4255443 arodrig 1317806668 1317806698 1317808608 14
4255624 arodrig 1317808667 1317808718 1317809248 14
4255629 arodrig 1317809309 1317809331 1317812074 10
4255634 cjorda 1317809879 1317809909 1317813450 15
4255663 arodrig 1317812092 1317812104 1317814282 12
4255688 cjorda 1317813886 1317813928 1317814527 15
4255693 arodrig 1317814300 1317814317 1317817858 12
4255698 cjorda 1317814552 1317814575 1317816515 15
4256067 cjorda 1317816537 1317816579 1317820122 15
4256532 calderon 1317819584 1317819621 1317823162 10
4257149 arodrig 1317821507 1317821527 1317824578 12
4257252 calderon 1317823312 1317823329 1317826871 10
4257296 arodrig 1317824592 1317824655 1317828196 14
4258424 calderon 1317832580 1317832653 1317836201 10
4258551 calderon 1317836537 1317836562 1317836643 10
4258559 calderon 1317836648 1317836673 1317840214 10
4260284 arodrig 1317886639 1317886646 1317890187 14
4260357 calderon 1317888040 1317888059 1317891600 10
4260528 cjorda 1317890599 1317890610 1317894150 15
4260535 arodrig 1317890906 1317890915 1317894455 14
4260833 arodrig 1317895724 1317895731 1317898025 10
4261324 arodrig 1317898030 1317898068 1317898534 12
4261338 arodrig 1317898757 1317898766 1317898980 6
4261343 arodrig 1317898983 1317899051 1317902610 9
4261686 calderon 1317905922 1317905933 1317909482 10
4262771 brochero 1317909275 1317912282 1317912632 1
4263156 calderon 1317909872 1317909880 1317913426 10
4263248 brochero 1317910255 1317910285 1317911079 5
4263576 arodrig 1317910539 1317910549 1317911273 7
4264073 brochero 1317911127 1317911139 1317911229 4
4264177 arodrig 1317911309 1317911320 1317913751 9
4264421 brochero 1317912534 1317912567 1317912731 2
4264798 brochero 1317913015 1317913030 1317915369 1
4265557 arodrig 1317913756 1317913774 1317914131 14
4265810 arodrig 1317914228 1317914248 1317916716 14
4266406 brochero 1317915600 1317915628 1317917656 6
4266878 arodrig 1317916798 1317916810 1317920352 14
4267032 calderon 1317917678 1317917724 1317921267 10
4267033 cjorda 1317917690 1317917723 1317921265 15
4267088 brochero 1317917864 1317917899 1317921440 20
4267704 arodrig 1317920666 1317920702 1317924242 10
4267839 calderon 1317921997 1317922168 1317923389 10
4267928 calderon 1317923396 1317923429 1317926969 10
4268040 cjorda 1317925802 1317925835 1317929376 15
4273169 arodrig 1317971344 1317971366 1317974967 14
4273543 calderon 1317977414 1317977425 1317980966 10
4273553 cjorda 1317977979 1317977995 1317981548 15
4274734 cjorda 1317982128 1317982149 1317986082 15
4274738 brochero 1317982253 1317982288 1317986768 20
4274775 arodrig 1317982582 1317982615 1317986168 14
4275038 cjorda 1317987225 1317987807 1317991347 4
4275065 mrivero 1317987495 1317987825 1317991365 10
4275094 arodrig 1317988010 1317988042 1317990422 14
4275171 arodrig 1317990427 1317990448 1317993044 10
4277364 calderon 1318000422 1318000437 1318003978 10
4277993 calderon 1318004022 1318004032 1318007573 10
4287308 arodrig 1318235052 1318235066 1318237902 10
4287488 arodrig 1318237905 1318237927 1318240778 12
4287516 lobelle 1318238775 1318238799 1318242341 15
4287582 arodrig 1318240782 1318240795 1318244336 12
4287758 arodrig 1318244576 1318244612 1318244857 14
4287761 arodrig 1318244861 1318244889 1318245889 14
4287778 arodrig 1318245890 1318245904 1318249444 14
4288296 arodrig 1318253400 1318253441 1318255897 14
4288414 brochero 1318254999 1318255023 1318256095 10
4288626 brochero 1318256148 1318256190 1318259731 20
4288676 arodrig 1318256223 1318256291 1318259833 14
4289562 arodrig 1318259916 1318260646 1318261565 2
4289797 brochero 1318260712 1318260952 1318264128 10
4290290 arodrig 1318261569 1318261580 1318263930 12
4291604 arodrig 1318263930 1318263955 1318267372 14
4291855 brochero 1318264246 1318264258 1318267020 20
4293474 brochero 1318267130 1318267142 1318270683 20
4293659 arodrig 1318267385 1318267394 1318270332 14
4294309 arodrig 1318270334 1318270346 1318272664 12
4294939 arodrig 1318272666 1318272676 1318276029 12
4295853 arodrig 1318276032 1318276080 1318279620 12
4296442 brochero 1318283079 1318283111 1318283437 10
4296453 brochero 1318283489 1318283535 1318287077 20
4297658 arodrig 1318317225 1318317255 1318320797 12
4297729 arodrig 1318321416 1318321515 1318321685 12
4297791 arodrig 1318321684 1318321792 1318325246 12
4298107 arodrig 1318325255 1318325345 1318328332 14
4298446 arodrig 1318328836 1318328957 1318330942 12
4298501 arodrig 1318331408 1318331489 1318333215 14
4298663 arodrig 1318333213 1318333277 1318336820 12
4299047 arodrig 1318338067 1318338142 1318338240 12
4299068 arodrig 1318338241 1318338339 1318341274 12
4299883 arodrig 1318341273 1318341305 1318343262 12
4299896 calderon 1318341434 1318341488 1318345030 10
4300130 arodrig 1318343344 1318343440 1318345217 12
4300429 arodrig 1318345221 1318345290 1318347239 12
4300904 arodrig 1318347242 1318347336 1318349618 12
4301055 arodrig 1318349622 1318349699 1318353240 12
4318672 brochero 1318437857 1318437963 1318441504 20
4321144 brochero 1318498049 1318498241 1318501495 20
4321339 brochero 1318501593 1318501628 1318505170 20
4321459 arodrig 1318507297 1318507339 1318507430 14
4321463 arodrig 1318507464 1318507490 1318510198 12
4321632 brochero 1318509806 1318510000 1318513490 20
4321639 arodrig 1318510200 1318510344 1318512210 12
4321651 calderon 1318511209 1318513009 1318516549 10
4321692 calderon 1318511692 1318511826 1318515366 5
4321716 arodrig 1318512213 1318512406 1318514302 12
4321804 brochero 1318513533 1318513659 1318516979 8
4321825 arodrig 1318514305 1318514423 1318517964 12
4322016 calderon 1318516689 1318516711 1318520253 10
4322131 calderon 1318520495 1318520517 1318524059 10
4322196 brochero 1318522274 1318522309 1318525658 20
4322358 calderon 1318524233 1318524277 1318527819 10
4322397 brochero 1318525821 1318525855 1318529396 20
4324549 calderon 1318579391 1318579484 1318583025 10
4325528 brochero 1318585463 1318585514 1318588776 20
4325678 brochero 1318588824 1318588861 1318592402 20
4325828 calderon 1318591403 1318591479 1318595019 10
4325994 marco 1318592894 1318593993 1318594102 8
4325995 brochero 1318592907 1318592975 1318595883 20
4326048 calderon 1318595181 1318595258 1318598798 10
4326209 brochero 1318596159 1318596259 1318598090 20
4326251 marco 1318597265 1318597360 1318600960 8
4326260 brochero 1318598213 1318598262 1318601803 20
4326337 marco 1318599430 1318601034 1318604634 8
4326430 arodrig 1318601598 1318601657 1318602327 4
4326439 brochero 1318602097 1318602180 1318605721 20
4326490 arodrig 1318603223 1318603373 1318603468 8
4326510 arodrig 1318604100 1318604184 1318604607 4
4326542 arodrig 1318604620 1318604705 1318605239 4
4326552 arodrig 1318605257 1318605338 1318606851 4
4326596 brochero 1318605937 1318606007 1318609547 20
4326727 brochero 1318609647 1318609718 1318612243 20
4327107 brochero 1318612283 1318612392 1318613283 20
4327133 brochero 1318613324 1318613461 1318617002 10
4329336 brochero 1318692000 1318692052 1318692709 20
4329378 brochero 1318692852 1318692917 1318696459 20
4329821 calderon 1318705016 1318705122 1318708663 10
4331910 calderon 1318762698 1318762749 1318766290 10
4336203 marco 1318796635 1318796662 1318797296 8
4336873 marco 1318797339 1318797390 1318800990 8
4339005 marco 1318801810 1318801848 1318803127 8
4339077 marco 1318803137 1318803211 1318806812 8
4339972 brochero 1318808903 1318808945 1318812485 20
4343056 calderon 1318841921 1318841985 1318845526 10
4344672 duarte 1318857712 1318857735 1318857867 25
4344894 duarte 1318858398 1318858423 1318858549 8
4346180 sluca 1318869333 1318869433 1318872402 10
4346753 arodrig 1318874990 1318875055 1318875446 8
4347428 calderon 1318882417 1318882484 1318886025 10
4350119 calderon 1318928662 1318928731 1318932273 10
4350370 arodrig 1318936132 1318936154 1318937392 4
4350435 arodrig 1318937655 1318947516 1318947703 2
4351112 calderon 1318944383 1318944484 1318948025 10
4351189 duarte 1318946067 1318946163 1318946314 8
4351216 duarte 1318946909 1318946966 1318947075 8
4351407 arodrig 1318947713 1318947759 1318947951 4
4351418 arodrig 1318947960 1318948021 1318948147 6
4351440 calderon 1318948183 1318948224 1318955304 10
4353143 arodrig 1318950813 1318950849 1318953796 4
4353831 brochero 1318951227 1318951250 1318954600 20
4355438 arodrig 1318953810 1318953918 1318954688 12
4355439 duarte 1318953818 1318953915 1318955546 8
4356066 brochero 1318954917 1318955021 1318962102 20
4356475 arodrig 1318956593 1318956703 1318958618 10
4357034 calderon 1318960168 1318960262 1318967343 10
4357131 arodrig 1318962104 1318962211 1318969292 10
4357136 brochero 1318962336 1318962427 1318969509 20
4357661 calderon 1318968692 1318968806 1318975887 10
4357912 arodrig 1318969368 1318969492 1318976193 10
4358055 brochero 1318972939 1318973051 1318980133 20
4358140 arodrig 1318976287 1318976380 1318978446 15
4358198 arodrig 1318978477 1318978562 1318981281 15
4358494 arodrig 1318981305 1318981392 1318983136 15
4358626 arodrig 1318983167 1318983282 1318985563 15
4359072 arodrig 1319003948 1319004067 1319005822 15
4359100 arodrig 1319005854 1319005978 1319009799 15
4359183 arodrig 1319009830 1319009910 1319011864 15
4359219 arodrig 1319011896 1319012028 1319019109 15
4359427 duarte 1319017305 1319017403 1319024485 8
4359818 vila 1319021705 1319021785 1319022065 25
4360452 vila 1319034725 1319034798 1319035116 25
4360459 vila 1319035151 1319035227 1319042308 8
4360745 iglez 1319042339 1319042384 1319042595 25
4360780 vila 1319042554 1319042598 1319049680 8
4361227 arodrig 1319051711 1319051741 1319051901 2
4361378 vila 1319055351 1319055404 1319062484 2
4362924 calderon 1319091089 1319091104 1319098185 10
4363111 arodrig 1319096811 1319096835 1319103917 2
4363279 vila 1319098740 1319098768 1319105848 2
4363281 duarte 1319098782 1319098813 1319098892 2
4363285 duarte 1319098942 1319098968 1319099337 8
4363302 duarte 1319099810 1319099837 1319099907 8
4363306 duarte 1319099958 1319099997 1319105602 8
4363316 brochero 1319100506 1319100527 1319106957 20
4364381 brochero 1319117633 1319117649 1319124729 20
4364727 brochero 1319125081 1319125093 1319132173 20
4364749 arodrig 1319125156 1319125180 1319128791 15
4365030 arodrig 1319129452 1319129483 1319133227 15
4365467 brochero 1319132280 1319132290 1319132886 10
4365661 brochero 1319132994 1319133006 1319140087 20
4374130 brochero 1319190749 1319190768 1319197848 20
4375416 brochero 1319200182 1319200268 1319207353 20
4378455 brochero 1319217832 1319217901 1319224981 20
4389437 brochero 1319377242 1319377308 1319384389 20
4389982 brochero 1319392166 1319392188 1319399280 16
4390373 brochero 1319401648 1319401684 1319408764 20
4392044 arodrig 1319445754 1319445814 1319448207 12
4392245 brochero 1319449435 1319449464 1319456544 20
4392271 arodrig 1319450082 1319450150 1319450211 1
4392279 arodrig 1319450425 1319450518 1319450608 4
4392290 arodrig 1319450715 1319450773 1319450834 1
4392602 brochero 1319457804 1319457875 1319464956 20
4392879 arodrig 1319459700 1319459774 1319460031 15
4392899 arodrig 1319460038 1319460094 1319461818 10
4392996 arodrig 1319461851 1319461896 1319463311 15
4393062 arodrig 1319463335 1319463372 1319463652 10
4393068 arodrig 1319463657 1319463672 1319464538 10
4393095 arodrig 1319464860 1319464898 1319465245 10
4393130 arodrig 1319465251 1319465276 1319465357 10
4393135 arodrig 1319465392 1319465417 1319470260 10
4393351 arodrig 1319470268 1319470303 1319473199 18
4396127 arodrig 1319529601 1319529644 1319532974 18
4396809 arodrig 1319533698 1319533724 1319534424 15
4396847 arodrig 1319534431 1319534469 1319541498 20
4397287 brochero 1319544515 1319544543 1319551623 10
4397905 arodrig 1319551583 1319551598 1319557389 20
4398267 brochero 1319556801 1319556851 1319563932 20
4398303 arodrig 1319557396 1319557456 1319562584 11
4403774 brochero 1319625804 1319625868 1319632949 20
4403794 arodrig 1319626454 1319626550 1319627457 20
4405186 arodrig 1319638707 1319638742 1319640631 6
4405296 arodrig 1319640640 1319640703 1319642659 20
4405943 calderon 1319642371 1319642392 1319644222 10
4407676 calderon 1319644226 1319644243 1319651324 10
4407959 brochero 1319644769 1319644810 1319651890 20
4414301 brochero 1319705078 1319705108 1319712189 20
4415007 brochero 1319719026 1319719073 1319726154 10
4415693 brochero 1319730208 1319730295 1319737376 20
4419836 mrivero 1319791955 1319792035 1319795512 10
4420088 mrivero 1319795552 1319795583 1319802664 10
4424162 brochero 1319821504 1319823998 1319831080 20
4430525 brochero 1319900932 1319901051 1319908132 20
4431413 brochero 1319908520 1319908656 1319915738 20
4431420 calderon 1319909181 1319909261 1319916343 10
4435989 calderon 1319969533 1319969641 1319976722 10
4437107 brochero 1319987538 1319987750 1319994831 20
4438226 calderon 1320000362 1320000432 1320007513 10
4439517 calderon 1320014295 1320014365 1320021446 10
4441054 calderon 1320046909 1320047022 1320054103 10
4441347 brochero 1320053663 1320053786 1320060867 20
4441815 brochero 1320060985 1320061061 1320068142 20
4442395 brochero 1320071490 1320071592 1320078673 20
4445270 brochero 1320080213 1320080422 1320087481 20
4446130 brochero 1320087561 1320087715 1320094797 20
4448541 brochero 1320154267 1320154345 1320161426 20
4449408 brochero 1320161551 1320161641 1320168721 20
4455201 arodrig 1320244952 1320246460 1320252002 15
4455206 brochero 1320245301 1320246454 1320253542 20
4455523 arodrig 1320252025 1320253504 1320254019 20
4455562 calderon 1320254858 1320256830 1320263914 10
4455564 calderon 1320255268 1320256975 1320264060 10
4455616 calderon 1320255956 1320259811 1320266896 10
4458231 brochero 1320269247 1320271156 1320278242 20
4460067 brochero 1320310637 1320312882 1320316559 20
4460070 arodrig 1320310796 1320312890 1320315554 20
4460407 arodrig 1320315555 1320317563 1320318671 20
4462843 brochero 1320400853 1320424871 1320431969 20
4470942 brochero 1320490176 1320490227 1320497321 20
4482914 brochero 1320592100 1320592171 1320599251 20
4484738 brochero 1320606304 1320606336 1320613416 20
4489806 arodrig 1320655069 1320655102 1320661976 20
4490489 duarte 1320660535 1320660575 1320660701 8
4490581 arodrig 1320661992 1320662006 1320667543 20
4490802 arodrig 1320667548 1320667568 1320670210 20
4491253 arodrig 1320674795 1320674825 1320675455 20
4491280 arodrig 1320675460 1320675526 1320680816 20
4491710 brochero 1320677674 1320677744 1320684826 18
4491731 arodrig 1320680847 1320680860 1320682964 20
4491948 arodrig 1320684490 1320684523 1320687156 20
4491997 brochero 1320685946 1320685968 1320693049 20
4492068 arodrig 1320687187 1320687224 1320688879 20
4492232 arodrig 1320688899 1320688926 1320691051 20
4492363 arodrig 1320691082 1320691146 1320693115 20
4493118 arodrig 1320698625 1320698659 1320701557 20
4493370 arodrig 1320701588 1320701637 1320708717 20
4496885 arodrig 1320746432 1320746439 1320752450 20
4497444 brochero 1320749543 1320749553 1320756633 20
4498051 arodrig 1320752453 1320752461 1320752532 6
4498052 arodrig 1320752538 1320752548 1320753774 20
4498314 arodrig 1320753786 1320753802 1320760129 20
4500638 arodrig 1320762530 1320762595 1320765437 20
4501793 arodrig 1320765448 1320765556 1320767413 20
4501975 arodrig 1320767419 1320767502 1320774418 20
4502963 arodrig 1320774618 1320774758 1320774862 20
4503007 arodrig 1320774934 1320775007 1320782087 20
4503454 brochero 1320777960 1320778004 1320785084 10
4516340 arodrig 1320832327 1320832386 1320837097 20
4518007 arodrig 1320837464 1320837535 1320841630 20
4518435 arodrig 1320841634 1320841745 1320845536 20
4519840 arodrig 1320845555 1320845664 1320845758 20
4519963 arodrig 1320846368 1320846497 1320846829 6
4520100 arodrig 1320846843 1320846924 1320847007 20
4520106 arodrig 1320847073 1320847157 1320847227 20
4520114 arodrig 1320847260 1320847363 1320848702 20
4520861 arodrig 1320852657 1320852739 1320854314 20
4558896 calderon 1321119257 1321268554 1321275635 10
4566754 arodrig 1321267783 1321267803 1321272337 20
4572515 arodrig 1321273354 1321273365 1321275370 20
4573157 arodrig 1321279288 1321279300 1321281299 20
4583476 brochero 1321346171 1321346196 1321353276 20
4585665 brochero 1321369961 1321370197 1321371539 25
4585772 brochero 1321371622 1321371731 1321375085 50
4586186 brochero 1321375601 1321375721 1321382802 20
4590405 brochero 1321433425 1321433473 1321440554 20
4592526 brochero 1321454723 1321454842 1321459736 10
4593471 brochero 1321459817 1321459844 1321466925 20
4598130 brochero 1321528594 1321528630 1321535710 20
4598870 brochero 1321536424 1321536437 1321541569 10
4599107 brochero 1321541631 1321541643 1321548723 20
4600661 brochero 1321551598 1321551615 1321558695 20
4603866 arodrig 1321606202 1321606244 1321606390 10
4603953 arodrig 1321607604 1321607697 1321614778 20
4604374 arodrig 1321615288 1321615424 1321618403 20
4622164 brochero 1321880659 1321880667 1321882379 20
